wo,umi_count,library_id,condition,replicate,sample
WWOOWWOW,25,1,Neg,2,Library-1-Neg-2
WWOOWWWO,61,1,Neg,2,Library-1-Neg-2
WWOOWWWW,7,1,Neg,2,Library-1-Neg-2
WWOWOOOO,4,1,Neg,2,Library-1-Neg-2
WWOWOOOW,22,1,Neg,2,Library-1-Neg-2
WWOWOOWO,14,1,Neg,2,Library-1-Neg-2
WWOWOOWW,28,1,Neg,2,Library-1-Neg-2
WWOWOWOO,56,1,Neg,2,Library-1-Neg-2
WWOWOWOW,28,1,Neg,2,Library-1-Neg-2
WWOWOWWO,7,1,Neg,2,Library-1-Neg-2
WWOWOWWW,18,1,Neg,2,Library-1-Neg-2
WWOWWOOO,64,1,Neg,2,Library-1-Neg-2
WWOWWOOW,55,1,Neg,2,Library-1-Neg-2
WWOWWOWO,36,1,Neg,2,Library-1-Neg-2
WWOWWOWW,18,1,Neg,2,Library-1-Neg-2
WWOWWWOO,54,1,Neg,2,Library-1-Neg-2
WWOWWWOW,118,1,Neg,2,Library-1-Neg-2
WWOWWWWO,32,1,Neg,2,Library-1-Neg-2
WWOWWWWW,79,1,Neg,2,Library-1-Neg-2
WWWOOOOO,249,1,Neg,2,Library-1-Neg-2
WWWOOOOW,1,1,Neg,2,Library-1-Neg-2
WWWOOOWO,39,1,Neg,2,Library-1-Neg-2
WWWOOOWW,22,1,Neg,2,Library-1-Neg-2
WWWOOWOW,72,1,Neg,2,Library-1-Neg-2
WWWOOWWO,42,1,Neg,2,Library-1-Neg-2
WWWOOWWW,101,1,Neg,2,Library-1-Neg-2
WWWOWOOO,2,1,Neg,2,Library-1-Neg-2
WWWOWOOW,64,1,Neg,2,Library-1-Neg-2
WWWOWOWO,44,1,Neg,2,Library-1-Neg-2
WWWOWOWW,93,1,Neg,2,Library-1-Neg-2
WWWOWWOO,61,1,Neg,2,Library-1-Neg-2
WWWOWWOW,85,1,Neg,2,Library-1-Neg-2
WWWOWWWO,41,1,Neg,2,Library-1-Neg-2
WWWOWWWW,116,1,Neg,2,Library-1-Neg-2
WWWWOOOO,7,1,Neg,2,Library-1-Neg-2
WWWWOOOW,22,1,Neg,2,Library-1-Neg-2
WWWWOOWO,64,1,Neg,2,Library-1-Neg-2
WWWWOOWW,91,1,Neg,2,Library-1-Neg-2
WWWWOWOO,20,1,Neg,2,Library-1-Neg-2
WWWWOWOW,27,1,Neg,2,Library-1-Neg-2
WWWWOWWO,66,1,Neg,2,Library-1-Neg-2
WWWWOWWW,10,1,Neg,2,Library-1-Neg-2
WWWWWOOO,35,1,Neg,2,Library-1-Neg-2
WWWWWOOW,30,1,Neg,2,Library-1-Neg-2
WWWWWOWO,99,1,Neg,2,Library-1-Neg-2
WWWWWOWW,41,1,Neg,2,Library-1-Neg-2
WWWWWWOO,64,1,Neg,2,Library-1-Neg-2
WWWWWWOW,25,1,Neg,2,Library-1-Neg-2
WWWWWWWO,43,1,Neg,2,Library-1-Neg-2
WWWWWWWW,316,1,Neg,2,Library-1-Neg-2
OOOOOOOO,73326,1,Neg,3,Library-1-Neg-3
OOOOOOOW,11849,1,Neg,3,Library-1-Neg-3
OOOOOOWO,108651,1,Neg,3,Library-1-Neg-3
OOOOOOWW,99365,1,Neg,3,Library-1-Neg-3
OOOOOWOO,9426,1,Neg,3,Library-1-Neg-3
OOOOOWOW,47525,1,Neg,3,Library-1-Neg-3
OOOOOWWO,107002,1,Neg,3,Library-1-Neg-3
OOOOOWWW,124059,1,Neg,3,Library-1-Neg-3
OOOOWOOO,39900,1,Neg,3,Library-1-Neg-3
OOOOWOOW,63429,1,Neg,3,Library-1-Neg-3
OOOOWOWO,272934,1,Neg,3,Library-1-Neg-3
OOOOWOWW,36841,1,Neg,3,Library-1-Neg-3
OOOOWWOO,115317,1,Neg,3,Library-1-Neg-3
OOOOWWOW,173744,1,Neg,3,Library-1-Neg-3
OOOOWWWO,113298,1,Neg,3,Library-1-Neg-3
OOOOWWWW,50933,1,Neg,3,Library-1-Neg-3
OOOWOOOO,27505,1,Neg,3,Library-1-Neg-3
OOOWOOOW,9886,1,Neg,3,Library-1-Neg-3
OOOWOOWO,178678,1,Neg,3,Library-1-Neg-3
OOOWOOWW,68253,1,Neg,3,Library-1-Neg-3
OOOWOWOO,93302,1,Neg,3,Library-1-Neg-3
OOOWOWOW,153812,1,Neg,3,Library-1-Neg-3
OOOWOWWO,142898,1,Neg,3,Library-1-Neg-3
OOOWOWWW,19229,1,Neg,3,Library-1-Neg-3
OOOWWOOO,43392,1,Neg,3,Library-1-Neg-3
OOOWWOOW,27813,1,Neg,3,Library-1-Neg-3
OOOWWOWO,83311,1,Neg,3,Library-1-Neg-3
OOOWWOWW,77955,1,Neg,3,Library-1-Neg-3
OOOWWWOO,140203,1,Neg,3,Library-1-Neg-3
OOOWWWOW,19499,1,Neg,3,Library-1-Neg-3
OOOWWWWO,43151,1,Neg,3,Library-1-Neg-3
OOOWWWWW,32056,1,Neg,3,Library-1-Neg-3
OOWOOOOO,217789,1,Neg,3,Library-1-Neg-3
OOWOOOOW,25500,1,Neg,3,Library-1-Neg-3
OOWOOOWO,96034,1,Neg,3,Library-1-Neg-3
OOWOOOWW,113155,1,Neg,3,Library-1-Neg-3
OOWOOWOO,1004,1,Neg,3,Library-1-Neg-3
OOWOOWOW,85765,1,Neg,3,Library-1-Neg-3
OOWOOWWO,179298,1,Neg,3,Library-1-Neg-3
OOWOOWWW,37242,1,Neg,3,Library-1-Neg-3
OOWOWOOO,10181,1,Neg,3,Library-1-Neg-3
OOWOWOOW,23296,1,Neg,3,Library-1-Neg-3
OOWOWOWO,82199,1,Neg,3,Library-1-Neg-3
OOWOWOWW,161739,1,Neg,3,Library-1-Neg-3
OOWOWWOO,127115,1,Neg,3,Library-1-Neg-3
OOWOWWOW,42234,1,Neg,3,Library-1-Neg-3
OOWOWWWO,47419,1,Neg,3,Library-1-Neg-3
OOWOWWWW,46335,1,Neg,3,Library-1-Neg-3
OOWWOOOO,149945,1,Neg,3,Library-1-Neg-3
OOWWOOOW,79665,1,Neg,3,Library-1-Neg-3
OOWWOOWO,189361,1,Neg,3,Library-1-Neg-3
OOWWOOWW,45394,1,Neg,3,Library-1-Neg-3
OOWWOWOO,194470,1,Neg,3,Library-1-Neg-3
OOWWOWOW,35484,1,Neg,3,Library-1-Neg-3
OOWWOWWO,114810,1,Neg,3,Library-1-Neg-3
OOWWOWWW,86288,1,Neg,3,Library-1-Neg-3
OOWWWOOO,58524,1,Neg,3,Library-1-Neg-3
OOWWWOOW,73480,1,Neg,3,Library-1-Neg-3
OOWWWOWO,166457,1,Neg,3,Library-1-Neg-3
OOWWWOWW,65853,1,Neg,3,Library-1-Neg-3
OOWWWWOO,82175,1,Neg,3,Library-1-Neg-3
OOWWWWOW,54271,1,Neg,3,Library-1-Neg-3
OOWWWWWO,174781,1,Neg,3,Library-1-Neg-3
OOWWWWWW,62702,1,Neg,3,Library-1-Neg-3
OWOOOOOO,42822,1,Neg,3,Library-1-Neg-3
OWOOOOOW,34896,1,Neg,3,Library-1-Neg-3
OWOOOOWO,274800,1,Neg,3,Library-1-Neg-3
OWOOOOWW,141043,1,Neg,3,Library-1-Neg-3
OWOOOWOO,12619,1,Neg,3,Library-1-Neg-3
OWOOOWOW,40202,1,Neg,3,Library-1-Neg-3
OWOOOWWO,35044,1,Neg,3,Library-1-Neg-3
OWOOOWWW,24487,1,Neg,3,Library-1-Neg-3
OWOOWOOO,32377,1,Neg,3,Library-1-Neg-3
OWOOWOOW,33716,1,Neg,3,Library-1-Neg-3
OWOOWOWO,149512,1,Neg,3,Library-1-Neg-3
OWOOWOWW,30741,1,Neg,3,Library-1-Neg-3
OWOOWWOO,37625,1,Neg,3,Library-1-Neg-3
OWOOWWOW,31953,1,Neg,3,Library-1-Neg-3
OWOOWWWO,151567,1,Neg,3,Library-1-Neg-3
OWOOWWWW,1701,1,Neg,3,Library-1-Neg-3
OWOWOOOO,38404,1,Neg,3,Library-1-Neg-3
OWOWOOOW,21589,1,Neg,3,Library-1-Neg-3
OWOWOOWO,147404,1,Neg,3,Library-1-Neg-3
OWOWOOWW,80911,1,Neg,3,Library-1-Neg-3
OWOWOWOO,179435,1,Neg,3,Library-1-Neg-3
OWOWOWOW,62666,1,Neg,3,Library-1-Neg-3
OWOWOWWO,12516,1,Neg,3,Library-1-Neg-3
OWOWOWWW,81107,1,Neg,3,Library-1-Neg-3
OWOWWOOO,109592,1,Neg,3,Library-1-Neg-3
OWOWWOOW,7003,1,Neg,3,Library-1-Neg-3
OWOWWOWO,71617,1,Neg,3,Library-1-Neg-3
OWOWWOWW,67578,1,Neg,3,Library-1-Neg-3
OWOWWWOO,55612,1,Neg,3,Library-1-Neg-3
OWOWWWOW,74419,1,Neg,3,Library-1-Neg-3
OWOWWWWO,115429,1,Neg,3,Library-1-Neg-3
OWOWWWWW,46090,1,Neg,3,Library-1-Neg-3
OWWOOOOO,155171,1,Neg,3,Library-1-Neg-3
OWWOOOOW,15472,1,Neg,3,Library-1-Neg-3
OWWOOOWO,157461,1,Neg,3,Library-1-Neg-3
OWWOOOWW,58970,1,Neg,3,Library-1-Neg-3
OWWOOWOO,5103,1,Neg,3,Library-1-Neg-3
OWWOOWOW,19775,1,Neg,3,Library-1-Neg-3
OWWOOWWO,93568,1,Neg,3,Library-1-Neg-3
OWWOOWWW,11233,1,Neg,3,Library-1-Neg-3
OWWOWOOO,10068,1,Neg,3,Library-1-Neg-3
OWWOWOOW,41510,1,Neg,3,Library-1-Neg-3
OWWOWOWO,95038,1,Neg,3,Library-1-Neg-3
OWWOWOWW,35053,1,Neg,3,Library-1-Neg-3
OWWOWWOO,54577,1,Neg,3,Library-1-Neg-3
OWWOWWOW,30311,1,Neg,3,Library-1-Neg-3
OWWOWWWO,60722,1,Neg,3,Library-1-Neg-3
OWWOWWWW,127266,1,Neg,3,Library-1-Neg-3
OWWWOOOO,1515,1,Neg,3,Library-1-Neg-3
OWWWOOOW,11969,1,Neg,3,Library-1-Neg-3
OWWWOOWO,171336,1,Neg,3,Library-1-Neg-3
OWWWOOWW,20577,1,Neg,3,Library-1-Neg-3
OWWWOWOO,78427,1,Neg,3,Library-1-Neg-3
OWWWOWOW,123448,1,Neg,3,Library-1-Neg-3
OWWWOWWO,76863,1,Neg,3,Library-1-Neg-3
OWWWOWWW,29381,1,Neg,3,Library-1-Neg-3
OWWWWOOO,13419,1,Neg,3,Library-1-Neg-3
OWWWWOOW,106863,1,Neg,3,Library-1-Neg-3
OWWWWOWO,99087,1,Neg,3,Library-1-Neg-3
OWWWWOWW,65218,1,Neg,3,Library-1-Neg-3
OWWWWWOO,98186,1,Neg,3,Library-1-Neg-3
OWWWWWOW,108539,1,Neg,3,Library-1-Neg-3
OWWWWWWO,202263,1,Neg,3,Library-1-Neg-3
OWWWWWWW,15114,1,Neg,3,Library-1-Neg-3
WOOOOOOO,105968,1,Neg,3,Library-1-Neg-3
WOOOOOOW,6529,1,Neg,3,Library-1-Neg-3
WOOOOOWO,245730,1,Neg,3,Library-1-Neg-3
WOOOOOWW,68644,1,Neg,3,Library-1-Neg-3
WOOOOWOO,25713,1,Neg,3,Library-1-Neg-3
WOOOOWOW,36703,1,Neg,3,Library-1-Neg-3
WOOOOWWO,73983,1,Neg,3,Library-1-Neg-3
WOOOOWWW,85957,1,Neg,3,Library-1-Neg-3
WOOOWOOO,18728,1,Neg,3,Library-1-Neg-3
WOOOWOOW,41018,1,Neg,3,Library-1-Neg-3
WOOOWOWO,295290,1,Neg,3,Library-1-Neg-3
WOOOWOWW,44370,1,Neg,3,Library-1-Neg-3
WOOOWWOO,257867,1,Neg,3,Library-1-Neg-3
WOOOWWOW,102576,1,Neg,3,Library-1-Neg-3
WOOOWWWO,154176,1,Neg,3,Library-1-Neg-3
WOOOWWWW,76465,1,Neg,3,Library-1-Neg-3
WOOWOOOO,17895,1,Neg,3,Library-1-Neg-3
WOOWOOOW,14161,1,Neg,3,Library-1-Neg-3
WOOWOOWO,210338,1,Neg,3,Library-1-Neg-3
WOOWOOWW,69757,1,Neg,3,Library-1-Neg-3
WOOWOWOO,139599,1,Neg,3,Library-1-Neg-3
WOOWOWOW,80636,1,Neg,3,Library-1-Neg-3
WOOWOWWO,130756,1,Neg,3,Library-1-Neg-3
WOOWOWWW,37696,1,Neg,3,Library-1-Neg-3
WOOWWOOO,153306,1,Neg,3,Library-1-Neg-3
WOOWWOOW,111291,1,Neg,3,Library-1-Neg-3
WOOWWOWO,139064,1,Neg,3,Library-1-Neg-3
WOOWWOWW,81664,1,Neg,3,Library-1-Neg-3
WOOWWWOO,55860,1,Neg,3,Library-1-Neg-3
WOOWWWOW,11648,1,Neg,3,Library-1-Neg-3
WOOWWWWO,114121,1,Neg,3,Library-1-Neg-3
WOOWWWWW,92095,1,Neg,3,Library-1-Neg-3
WOWOOOOO,511345,1,Neg,3,Library-1-Neg-3
WOWOOOOW,2318,1,Neg,3,Library-1-Neg-3
WOWOOOWO,152801,1,Neg,3,Library-1-Neg-3
WOWOOOWW,100122,1,Neg,3,Library-1-Neg-3
WOWOOWOO,594,1,Neg,3,Library-1-Neg-3
WOWOOWOW,36119,1,Neg,3,Library-1-Neg-3
WOWOOWWO,9327,1,Neg,3,Library-1-Neg-3
WOWOOWWW,84605,1,Neg,3,Library-1-Neg-3
WOWOWOOO,21203,1,Neg,3,Library-1-Neg-3
WOWOWOOW,286999,1,Neg,3,Library-1-Neg-3
WOWOWOWO,234343,1,Neg,3,Library-1-Neg-3
WOWOWOWW,80456,1,Neg,3,Library-1-Neg-3
WOWOWWOO,89650,1,Neg,3,Library-1-Neg-3
WOWOWWOW,139242,1,Neg,3,Library-1-Neg-3
WOWOWWWO,240493,1,Neg,3,Library-1-Neg-3
WOWOWWWW,66070,1,Neg,3,Library-1-Neg-3
WOWWOOOO,74450,1,Neg,3,Library-1-Neg-3
WOWWOOOW,33510,1,Neg,3,Library-1-Neg-3
WOWWOOWO,160230,1,Neg,3,Library-1-Neg-3
WOWWOOWW,53376,1,Neg,3,Library-1-Neg-3
WOWWOWOO,186519,1,Neg,3,Library-1-Neg-3
WOWWOWOW,12211,1,Neg,3,Library-1-Neg-3
WOWWOWWO,143974,1,Neg,3,Library-1-Neg-3
WOWWOWWW,117164,1,Neg,3,Library-1-Neg-3
WOWWWOOO,101142,1,Neg,3,Library-1-Neg-3
WOWWWOOW,5142,1,Neg,3,Library-1-Neg-3
WOWWWOWO,105174,1,Neg,3,Library-1-Neg-3
WOWWWOWW,116463,1,Neg,3,Library-1-Neg-3
WOWWWWOO,90763,1,Neg,3,Library-1-Neg-3
WOWWWWOW,170605,1,Neg,3,Library-1-Neg-3
WOWWWWWO,43432,1,Neg,3,Library-1-Neg-3
WOWWWWWW,50833,1,Neg,3,Library-1-Neg-3
WWOOOOOO,138965,1,Neg,3,Library-1-Neg-3
WWOOOOOW,7330,1,Neg,3,Library-1-Neg-3
WWOOOOWO,301982,1,Neg,3,Library-1-Neg-3
WWOOOOWW,46715,1,Neg,3,Library-1-Neg-3
WWOOOWOO,16609,1,Neg,3,Library-1-Neg-3
WWOOOWOW,30894,1,Neg,3,Library-1-Neg-3
WWOOOWWO,179523,1,Neg,3,Library-1-Neg-3
WWOOOWWW,33547,1,Neg,3,Library-1-Neg-3
WWOOWOOO,4263,1,Neg,3,Library-1-Neg-3
WWOOWOOW,50428,1,Neg,3,Library-1-Neg-3
WWOOWOWO,41017,1,Neg,3,Library-1-Neg-3
WWOOWOWW,3887,1,Neg,3,Library-1-Neg-3
WWOOWWOO,59786,1,Neg,3,Library-1-Neg-3
WWOOWWOW,35342,1,Neg,3,Library-1-Neg-3
WWOOWWWO,86382,1,Neg,3,Library-1-Neg-3
WWOOWWWW,11958,1,Neg,3,Library-1-Neg-3
WWOWOOOO,16434,1,Neg,3,Library-1-Neg-3
WWOWOOOW,34271,1,Neg,3,Library-1-Neg-3
WWOWOOWO,24023,1,Neg,3,Library-1-Neg-3
WWOWOOWW,31915,1,Neg,3,Library-1-Neg-3
WWOWOWOO,89203,1,Neg,3,Library-1-Neg-3
WWOWOWOW,45842,1,Neg,3,Library-1-Neg-3
WWOWOWWO,11733,1,Neg,3,Library-1-Neg-3
WWOWOWWW,14893,1,Neg,3,Library-1-Neg-3
WWOWWOOO,77526,1,Neg,3,Library-1-Neg-3
WWOWWOOW,84697,1,Neg,3,Library-1-Neg-3
WWOWWOWO,46296,1,Neg,3,Library-1-Neg-3
WWOWWOWW,27625,1,Neg,3,Library-1-Neg-3
WWOWWWOO,71111,1,Neg,3,Library-1-Neg-3
WWOWWWOW,188592,1,Neg,3,Library-1-Neg-3
WWOWWWWO,48510,1,Neg,3,Library-1-Neg-3
WWOWWWWW,107614,1,Neg,3,Library-1-Neg-3
WWWOOOOO,412186,1,Neg,3,Library-1-Neg-3
WWWOOOOW,1835,1,Neg,3,Library-1-Neg-3
WWWOOOWO,68504,1,Neg,3,Library-1-Neg-3
WWWOOOWW,38523,1,Neg,3,Library-1-Neg-3
WWWOOWOO,885,1,Neg,3,Library-1-Neg-3
WWWOOWOW,91585,1,Neg,3,Library-1-Neg-3
WWWOOWWO,60666,1,Neg,3,Library-1-Neg-3
WWWOOWWW,159221,1,Neg,3,Library-1-Neg-3
WWWOWOOO,2996,1,Neg,3,Library-1-Neg-3
WWWOWOOW,102802,1,Neg,3,Library-1-Neg-3
WWWOWOWO,73406,1,Neg,3,Library-1-Neg-3
WWWOWOWW,147243,1,Neg,3,Library-1-Neg-3
WWWOWWOO,100490,1,Neg,3,Library-1-Neg-3
WWWOWWOW,129508,1,Neg,3,Library-1-Neg-3
WWWOWWWO,71278,1,Neg,3,Library-1-Neg-3
WWWOWWWW,172561,1,Neg,3,Library-1-Neg-3
WWWWOOOO,13195,1,Neg,3,Library-1-Neg-3
WWWWOOOW,37634,1,Neg,3,Library-1-Neg-3
WWWWOOWO,93749,1,Neg,3,Library-1-Neg-3
WWWWOOWW,144124,1,Neg,3,Library-1-Neg-3
WWWWOWOO,27875,1,Neg,3,Library-1-Neg-3
WWWWOWOW,40348,1,Neg,3,Library-1-Neg-3
WWWWOWWO,110299,1,Neg,3,Library-1-Neg-3
WWWWOWWW,15084,1,Neg,3,Library-1-Neg-3
WWWWWOOO,65109,1,Neg,3,Library-1-Neg-3
WWWWWOOW,47537,1,Neg,3,Library-1-Neg-3
WWWWWOWO,156672,1,Neg,3,Library-1-Neg-3
WWWWWOWW,58869,1,Neg,3,Library-1-Neg-3
WWWWWWOO,103436,1,Neg,3,Library-1-Neg-3
WWWWWWOW,42381,1,Neg,3,Library-1-Neg-3
WWWWWWWO,70573,1,Neg,3,Library-1-Neg-3
WWWWWWWW,477852,1,Neg,3,Library-1-Neg-3
OOOOOOOO,45824,1,Pos,1,Library-1-Pos-1
OOOOOOOW,7372,1,Pos,1,Library-1-Pos-1
OOOOOOWO,7356,1,Pos,1,Library-1-Pos-1
OOOOOOWW,896,1,Pos,1,Library-1-Pos-1
OOOOOWOO,1809,1,Pos,1,Library-1-Pos-1
OOOOOWOW,22247,1,Pos,1,Library-1-Pos-1
OOOOOWWO,3028,1,Pos,1,Library-1-Pos-1
OOOOOWWW,4863,1,Pos,1,Library-1-Pos-1
OOOOWOOO,7633,1,Pos,1,Library-1-Pos-1
OOOOWOOW,24757,1,Pos,1,Library-1-Pos-1
OOOOWOWO,37643,1,Pos,1,Library-1-Pos-1
OOOOWOWW,5423,1,Pos,1,Library-1-Pos-1
OOOOWWOO,34106,1,Pos,1,Library-1-Pos-1
OOOOWWOW,22836,1,Pos,1,Library-1-Pos-1
OOOOWWWO,12518,1,Pos,1,Library-1-Pos-1
OOOOWWWW,14934,1,Pos,1,Library-1-Pos-1
OOOWOOOO,237,1,Pos,1,Library-1-Pos-1
OOOWOOOW,12973,1,Pos,1,Library-1-Pos-1
OOOWOOWO,7509,1,Pos,1,Library-1-Pos-1
OOOWOOWW,6837,1,Pos,1,Library-1-Pos-1
OOOWOWOO,31030,1,Pos,1,Library-1-Pos-1
OOOWOWOW,49243,1,Pos,1,Library-1-Pos-1
OOOWOWWO,2471,1,Pos,1,Library-1-Pos-1
OOOWOWWW,1771,1,Pos,1,Library-1-Pos-1
OOOWWOOO,20675,1,Pos,1,Library-1-Pos-1
OOOWWOOW,32967,1,Pos,1,Library-1-Pos-1
OOOWWOWO,12489,1,Pos,1,Library-1-Pos-1
OOOWWOWW,5035,1,Pos,1,Library-1-Pos-1
OOOWWWOO,22564,1,Pos,1,Library-1-Pos-1
OOOWWWOW,13905,1,Pos,1,Library-1-Pos-1
OOOWWWWO,9945,1,Pos,1,Library-1-Pos-1
OOOWWWWW,3905,1,Pos,1,Library-1-Pos-1
OOWOOOOO,164288,1,Pos,1,Library-1-Pos-1
OOWOOOOW,12442,1,Pos,1,Library-1-Pos-1
OOWOOOWO,40126,1,Pos,1,Library-1-Pos-1
OOWOOOWW,6681,1,Pos,1,Library-1-Pos-1
OOWOOWOO,2562,1,Pos,1,Library-1-Pos-1
OOWOOWOW,36325,1,Pos,1,Library-1-Pos-1
OOWOOWWO,8938,1,Pos,1,Library-1-Pos-1
OOWOOWWW,2641,1,Pos,1,Library-1-Pos-1
OOWOWOOO,3159,1,Pos,1,Library-1-Pos-1
OOWOWOOW,56387,1,Pos,1,Library-1-Pos-1
OOWOWOWO,31034,1,Pos,1,Library-1-Pos-1
OOWOWOWW,5285,1,Pos,1,Library-1-Pos-1
OOWOWWOO,60586,1,Pos,1,Library-1-Pos-1
OOWOWWOW,38072,1,Pos,1,Library-1-Pos-1
OOWOWWWO,6721,1,Pos,1,Library-1-Pos-1
OOWOWWWW,19624,1,Pos,1,Library-1-Pos-1
OOWWOOOO,72518,1,Pos,1,Library-1-Pos-1
OOWWOOOW,11719,1,Pos,1,Library-1-Pos-1
OOWWOOWO,52935,1,Pos,1,Library-1-Pos-1
OOWWOOWW,10997,1,Pos,1,Library-1-Pos-1
OOWWOWOO,63618,1,Pos,1,Library-1-Pos-1
OOWWOWOW,43160,1,Pos,1,Library-1-Pos-1
OOWWOWWO,11999,1,Pos,1,Library-1-Pos-1
OOWWOWWW,26215,1,Pos,1,Library-1-Pos-1
OOWWWOOO,65062,1,Pos,1,Library-1-Pos-1
OOWWWOOW,40297,1,Pos,1,Library-1-Pos-1
OOWWWOWO,13593,1,Pos,1,Library-1-Pos-1
OOWWWOWW,13264,1,Pos,1,Library-1-Pos-1
OOWWWWOO,78909,1,Pos,1,Library-1-Pos-1
OOWWWWOW,75236,1,Pos,1,Library-1-Pos-1
OOWWWWWO,13567,1,Pos,1,Library-1-Pos-1
OOWWWWWW,49891,1,Pos,1,Library-1-Pos-1
OWOOOOOO,12694,1,Pos,1,Library-1-Pos-1
OWOOOOOW,5690,1,Pos,1,Library-1-Pos-1
OWOOOOWO,9450,1,Pos,1,Library-1-Pos-1
OWOOOOWW,599,1,Pos,1,Library-1-Pos-1
OWOOOWOO,2184,1,Pos,1,Library-1-Pos-1
OWOOOWOW,20666,1,Pos,1,Library-1-Pos-1
OWOOOWWO,4352,1,Pos,1,Library-1-Pos-1
OWOOOWWW,2011,1,Pos,1,Library-1-Pos-1
OWOOWOOO,16445,1,Pos,1,Library-1-Pos-1
OWOOWOOW,12693,1,Pos,1,Library-1-Pos-1
OWOOWOWO,4237,1,Pos,1,Library-1-Pos-1
OWOOWOWW,8145,1,Pos,1,Library-1-Pos-1
OWOOWWOO,28230,1,Pos,1,Library-1-Pos-1
OWOOWWOW,11279,1,Pos,1,Library-1-Pos-1
OWOOWWWO,23422,1,Pos,1,Library-1-Pos-1
OWOOWWWW,7356,1,Pos,1,Library-1-Pos-1
OWOWOOOO,16262,1,Pos,1,Library-1-Pos-1
OWOWOOOW,14761,1,Pos,1,Library-1-Pos-1
OWOWOOWO,6036,1,Pos,1,Library-1-Pos-1
OWOWOOWW,4115,1,Pos,1,Library-1-Pos-1
OWOWOWOO,10371,1,Pos,1,Library-1-Pos-1
OWOWOWOW,15757,1,Pos,1,Library-1-Pos-1
OWOWOWWO,952,1,Pos,1,Library-1-Pos-1
OWOWOWWW,2057,1,Pos,1,Library-1-Pos-1
OWOWWOOO,32425,1,Pos,1,Library-1-Pos-1
OWOWWOOW,4429,1,Pos,1,Library-1-Pos-1
OWOWWOWO,2065,1,Pos,1,Library-1-Pos-1
OWOWWOWW,1281,1,Pos,1,Library-1-Pos-1
OWOWWWOO,5660,1,Pos,1,Library-1-Pos-1
OWOWWWOW,7510,1,Pos,1,Library-1-Pos-1
OWOWWWWO,2272,1,Pos,1,Library-1-Pos-1
OWOWWWWW,12858,1,Pos,1,Library-1-Pos-1
OWWOOOOO,91832,1,Pos,1,Library-1-Pos-1
OWWOOOOW,4672,1,Pos,1,Library-1-Pos-1
OWWOOOWO,8437,1,Pos,1,Library-1-Pos-1
OWWOOOWW,520,1,Pos,1,Library-1-Pos-1
OWWOOWOO,1297,1,Pos,1,Library-1-Pos-1
OWWOOWOW,16736,1,Pos,1,Library-1-Pos-1
OWWOOWWO,344,1,Pos,1,Library-1-Pos-1
OWWOOWWW,331,1,Pos,1,Library-1-Pos-1
OWWOWOOO,12146,1,Pos,1,Library-1-Pos-1
OWWOWOOW,18399,1,Pos,1,Library-1-Pos-1
OWWOWOWO,20625,1,Pos,1,Library-1-Pos-1
OWWOWOWW,3696,1,Pos,1,Library-1-Pos-1
OWWOWWOO,62266,1,Pos,1,Library-1-Pos-1
OWWOWWOW,18211,1,Pos,1,Library-1-Pos-1
OWWOWWWO,7406,1,Pos,1,Library-1-Pos-1
OWWOWWWW,29794,1,Pos,1,Library-1-Pos-1
OWWWOOOO,9174,1,Pos,1,Library-1-Pos-1
OWWWOOOW,37977,1,Pos,1,Library-1-Pos-1
OWWWOOWO,33989,1,Pos,1,Library-1-Pos-1
OWWWOOWW,8866,1,Pos,1,Library-1-Pos-1
OWWWOWOO,35100,1,Pos,1,Library-1-Pos-1
OWWWOWOW,24294,1,Pos,1,Library-1-Pos-1
OWWWOWWO,4904,1,Pos,1,Library-1-Pos-1
OWWWOWWW,2731,1,Pos,1,Library-1-Pos-1
OWWWWOOO,23361,1,Pos,1,Library-1-Pos-1
OWWWWOOW,44383,1,Pos,1,Library-1-Pos-1
OWWWWOWO,18470,1,Pos,1,Library-1-Pos-1
OWWWWOWW,30744,1,Pos,1,Library-1-Pos-1
OWWWWWOO,17369,1,Pos,1,Library-1-Pos-1
OWWWWWOW,49177,1,Pos,1,Library-1-Pos-1
OWWWWWWO,19454,1,Pos,1,Library-1-Pos-1
OWWWWWWW,10496,1,Pos,1,Library-1-Pos-1
WOOOOOOO,58580,1,Pos,1,Library-1-Pos-1
WOOOOOOW,11674,1,Pos,1,Library-1-Pos-1
WOOOOOWO,21341,1,Pos,1,Library-1-Pos-1
WOOOOOWW,629,1,Pos,1,Library-1-Pos-1
WOOOOWOO,4914,1,Pos,1,Library-1-Pos-1
WOOOOWOW,34288,1,Pos,1,Library-1-Pos-1
WOOOOWWO,148,1,Pos,1,Library-1-Pos-1
WOOOOWWW,625,1,Pos,1,Library-1-Pos-1
WOOOWOOO,37442,1,Pos,1,Library-1-Pos-1
WOOOWOOW,33103,1,Pos,1,Library-1-Pos-1
WOOOWOWO,19068,1,Pos,1,Library-1-Pos-1
WOOOWOWW,2658,1,Pos,1,Library-1-Pos-1
WOOOWWOO,59438,1,Pos,1,Library-1-Pos-1
WOOOWWOW,20361,1,Pos,1,Library-1-Pos-1
WOOOWWWO,5247,1,Pos,1,Library-1-Pos-1
WOOOWWWW,10166,1,Pos,1,Library-1-Pos-1
WOOWOOOO,34232,1,Pos,1,Library-1-Pos-1
WOOWOOOW,15121,1,Pos,1,Library-1-Pos-1
